Load, Connected KVA, Allocation Factor, Phases, kW, kvar, PF, Model
391747B0B,      0.0, 0.500, 1,      7.8,      2.0, 0.970, 1
391748B0A,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
391748B0B,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
391749B0A,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
391749B0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
391750B0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
391750B0B,      0.0, 0.500, 1,      9.1,      2.3, 0.970, 1
391751B0A,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
391751B0B,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
391752B0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
391752B0B,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
391753B0A,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
391753B0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
391755B0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
391755B0B,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
391756B0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
391756B0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
391757B0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
391757B0B,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
391758B0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
391758B0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
391765B0A,      0.0, 0.500, 1,      9.4,      2.4, 0.970, 1
391765B0B,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
391973C0A,      0.0, 0.500, 1,      2.2,      0.5, 0.970, 1
391973C0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
391976C0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
391976C0B,      0.0, 0.500, 1,      9.9,      2.5, 0.970, 1
391977A0A,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
391977A0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
391978C0A,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
391978C0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
391979C0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
391979C0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
391980A0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
391980A0B,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
391981A0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
391981A0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
391985A0A,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
391985A0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
391986A0A,      0.0, 0.500, 1,      6.0,      1.5, 0.970, 1
391986A0B,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
391987A0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
391987A0B,      0.0, 0.500, 1,      6.6,      1.6, 0.970, 1
391989A0A,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
391989A0B,      0.0, 0.500, 1,      7.4,      1.9, 0.970, 1
391990A0A,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
391990A0B,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
391991A0A,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
391991A0B,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
391992A0A,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
391992A0B,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
391993A0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
391993A0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
391994A0A,      0.0, 0.500, 1,      7.7,      1.9, 0.970, 1
391994A0B,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
391995A0A,      0.0, 0.500, 1,      2.6,      0.6, 0.970, 1
391995A0B,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
391996A0A,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
391996A0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
392036B0A,      0.0, 0.500, 1,      7.2,      1.8, 0.970, 1
392036B0B,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
392037B0A,      0.0, 0.500, 1,      5.8,      1.5, 0.970, 1
392037B0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
392038B0A,      0.0, 0.500, 1,      9.3,      2.3, 0.970, 1
392038B0B,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
441311A0A,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
441311A0B,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
441331C0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
441331C0B,      0.0, 0.500, 1,      6.6,      1.7, 0.970, 1
441854C0A,      0.0, 0.500, 1,      9.0,      2.3, 0.970, 1
441854C0B,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
442373C0A,      0.0, 0.500, 1,      7.1,      1.8, 0.970, 1
442373C0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
20107636A0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
20107636A0B,      0.0, 0.500, 1,      6.9,      1.7, 0.970, 1
20107693B0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
20107693B0B,      0.0, 0.500, 1,      7.7,      1.9, 0.970, 1
2044328C0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
2044328C0B,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
2099529C0A,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
2099529C0B,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
2118808A0A,      0.0, 0.500, 1,      6.7,      1.7, 0.970, 1
2118808A0B,      0.0, 0.500, 1,      6.6,      1.6, 0.970, 1
2118822A0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
2118822A0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
2118903B0A,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
2118903B0B,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
2119958B0A,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
2119958B0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
2120126A0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
2120126A0B,      0.0, 0.500, 1,     13.5,      3.4, 0.970, 1
2120126B0A,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
2120126B0B,      0.0, 0.500, 1,     14.9,      3.7, 0.970, 1
2120126C0A,      0.0, 0.500, 1,      9.0,      2.2, 0.970, 1
2120126C0B,      0.0, 0.500, 1,     11.4,      2.9, 0.970, 1
2120183C0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
2120183C0B,      0.0, 0.500, 1,      8.2,      2.0, 0.970, 1
2120195B0A,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
2120195B0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
2120786A0A,      0.0, 0.500, 1,      8.2,      2.0, 0.970, 1
2120786A0B,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
2120855A0A,      0.0, 0.500, 1,      3.4,      0.8, 0.970, 1
2120855A0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
2121368A0A,      0.0, 0.500, 1,      2.2,      0.5, 0.970, 1
2121368A0B,      0.0, 0.500, 1,      6.7,      1.7, 0.970, 1
2121587A0A,      0.0, 0.500, 1,      2.2,      0.5, 0.970, 1
2121587A0B,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
2126875B0A,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
2126875B0B,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
2127090C0A,      0.0, 0.500, 1,      7.4,      1.9, 0.970, 1
2127090C0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
2127146B0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
2127146B0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
2127253A0A,      0.0, 0.500, 1,      9.2,      2.3, 0.970, 1
2127253A0B,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
2127319B0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
2127319B0B,      0.0, 0.500, 1,      6.2,      1.5, 0.970, 1
2127372A0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
2127372A0B,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
2127390C0A,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
2127390C0B,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
2127681B0A,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
2127681B0B,      0.0, 0.500, 1,      9.4,      2.4, 0.970, 1
2128007C0A,      0.0, 0.500, 1,      6.6,      1.6, 0.970, 1
2128007C0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
2128464C0A,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
2128464C0B,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
2128517C0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
2128517C0B,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
2129399C0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
2129399C0B,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
2129466A0A,      0.0, 0.500, 1,     10.5,      2.6, 0.970, 1
2129466A0B,      0.0, 0.500, 1,      7.3,      1.8, 0.970, 1
2129466B0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
2129466B0B,      0.0, 0.500, 1,     19.4,      4.9, 0.970, 1
2129466C0A,      0.0, 0.500, 1,     17.5,      4.4, 0.970, 1
2129466C0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
2129923C0A,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
2129923C0B,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
2147018B0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
2147018B0B,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
2147708B0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
2147708B0B,      0.0, 0.500, 1,      6.2,      1.5, 0.970, 1
2147899C0A,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
2147899C0B,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
2147974B0A,      0.0, 0.500, 1,      2.2,      0.5, 0.970, 1
2147974B0B,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
2148060C0A,      0.0, 0.500, 1,      2.6,      0.6, 0.970, 1
2148060C0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
2148580B0A,      0.0, 0.500, 1,      9.0,      2.2, 0.970, 1
2148580B0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
2148633A0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
2148633A0B,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
2149184C0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
2149184C0B,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
2150172A0A,      0.0, 0.500, 1,      3.8,      0.9, 0.970, 1
2150172A0B,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
2150189A0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
2150189A0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
2150292A0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
2150292A0B,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
21015706A0A,      0.0, 0.500, 1,      3.4,      0.8, 0.970, 1
21015706A0B,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
21015829A0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
21015829A0B,      0.0, 0.500, 1,      7.8,      2.0, 0.970, 1
21031684A0A,      0.0, 0.500, 1,      7.0,      1.8, 0.970, 1
21031684A0B,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
21031694B0A,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
21031694B0B,      0.0, 0.500, 1,      9.7,      2.4, 0.970, 1
21148701B0A,      0.0, 0.500, 1,      1.4,      0.3, 0.970, 1
21148701B0B,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
21149420A0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
21149420A0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
21197413C0A,      0.0, 0.500, 1,     27.5,      6.9, 0.970, 1
21197413C0B,      0.0, 0.500, 1,      3.0,      0.7, 0.970, 1
21209868A0A,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
21209868A0B,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
21236413B0A,      0.0, 0.500, 1,     14.6,      3.7, 0.970, 1
21236413B0B,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
21243817A0A,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
21243817A0B,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
21248901B0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
21248901B0B,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
21249626B0A,      0.0, 0.500, 1,      4.2,      1.1, 0.970, 1
21249626B0B,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
21249647B0A,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
21249647B0B,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
21249674B0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
21249674B0B,      0.0, 0.500, 1,      7.2,      1.8, 0.970, 1
21325725C0A,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
21325725C0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
21357515A0A,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
21357515A0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
21357865A0A,      0.0, 0.500, 1,      5.8,      1.4, 0.970, 1
21357865A0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
21357901B0A,      0.0, 0.500, 1,      5.0,      1.3, 0.970, 1
21357901B0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
21357984C0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
21357984C0B,      0.0, 0.500, 1,      7.0,      1.8, 0.970, 1
21373784A0A,      0.0, 0.500, 1,     12.3,      3.1, 0.970, 1
21373784A0B,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
21380156B0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
21380156B0B,      0.0, 0.500, 1,      3.4,      0.8, 0.970, 1
21380325B0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
21380325B0B,      0.0, 0.500, 1,      9.2,      2.3, 0.970, 1
21380453A0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
21380453A0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
21380500C0A,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
21380500C0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
21380528A0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
21380528A0B,      0.0, 0.500, 1,      3.8,      0.9, 0.970, 1
21380599A0A,      0.0, 0.500, 1,      6.9,      1.7, 0.970, 1
21380599A0B,      0.0, 0.500, 1,      6.4,      1.6, 0.970, 1
21380616A0A,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
21380616A0B,      0.0, 0.500, 1,      8.7,      2.2, 0.970, 1
21381118B0A,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
21381118B0B,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
21382813A0A,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
21382813A0B,      0.0, 0.500, 1,     11.5,      2.9, 0.970, 1
21382992A0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
21382992A0B,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
21383494B0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
21383494B0B,      0.0, 0.500, 1,      7.7,      1.9, 0.970, 1
21383553B0A,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
21383553B0B,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
21384099A0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
21384099A0B,      0.0, 0.500, 1,     11.4,      2.8, 0.970, 1
21384099B0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
21384099B0B,      0.0, 0.500, 1,     19.0,      4.8, 0.970, 1
21384099C0A,      0.0, 0.500, 1,     12.1,      3.0, 0.970, 1
21384099C0B,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
21384215A0A,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
21384215A0B,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
21385192C0A,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
21385192C0B,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
21386065C0A,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
21386065C0B,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
21386143C0A,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
21386143C0B,      0.0, 0.500, 1,      5.4,      1.3, 0.970, 1
21386157A0A,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
21386157A0B,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
21386442C0A,      0.0, 0.500, 1,     10.7,      2.7, 0.970, 1
21386442C0B,      0.0, 0.500, 1,      4.6,      1.1, 0.970, 1
21386552B0A,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
21386552B0B,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
21386754A0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
21386754A0B,      0.0, 0.500, 1,      8.7,      2.2, 0.970, 1
21386771B0A,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
21386771B0B,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
21386877A0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
21386877A0B,      0.0, 0.500, 1,      4.6,      1.1, 0.970, 1
21386976A0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
21386976A0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
21387206C0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
21387206C0B,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
21387929C0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
21387929C0B,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
21388572B0A,      0.0, 0.500, 1,      9.3,      2.3, 0.970, 1
21388572B0B,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
21389092B0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
21389092B0B,      0.0, 0.500, 1,      8.2,      2.1, 0.970, 1
21389237A0A,      0.0, 0.500, 1,      6.4,      1.6, 0.970, 1
21389237A0B,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
21389307C0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
21389307C0B,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
21389761B0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
21389761B0B,      0.0, 0.500, 1,      9.1,      2.3, 0.970, 1
21389831A0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
21389831A0B,      0.0, 0.500, 1,      4.2,      1.1, 0.970, 1
21389962C0A,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
21389962C0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
21390038C0A,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
21390038C0B,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
21391094A0A,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
21391094A0B,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
21391242B0A,      0.0, 0.500, 1,      7.0,      1.7, 0.970, 1
21391242B0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
21391390B0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
21391390B0B,      0.0, 0.500, 1,      9.1,      2.3, 0.970, 1
21393412B0A,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
21393412B0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
21393454B0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
21393454B0B,      0.0, 0.500, 1,     12.7,      3.2, 0.970, 1
21393486C0A,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
21393486C0B,      0.0, 0.500, 1,      1.4,      0.3, 0.970, 1
21393570C0A,      0.0, 0.500, 1,      1.4,      0.3, 0.970, 1
21393570C0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
21393643A0A,      0.0, 0.500, 1,      5.8,      1.5, 0.970, 1
21393643A0B,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
21393643B0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
21393643B0B,      0.0, 0.500, 1,      8.2,      2.0, 0.970, 1
21393643C0A,      0.0, 0.500, 1,     10.0,      2.5, 0.970, 1
21393643C0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
21395720C0A,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
21395720C0B,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
21395962A0A,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
21395962A0B,      0.0, 0.500, 1,      7.1,      1.8, 0.970, 1
21396015A0A,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
21396015A0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
21396254A0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
21396254A0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
21396331B0A,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
21396331B0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
21396606C0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
21396606C0B,      0.0, 0.500, 1,      7.8,      2.0, 0.970, 1
21396699B0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
21396699B0B,      0.0, 0.500, 1,      7.8,      2.0, 0.970, 1
21396796B0A,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
21396796B0B,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
21396815C0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
21396815C0B,      0.0, 0.500, 1,      6.0,      1.5, 0.970, 1
21396867A0A,      0.0, 0.500, 1,      1.4,      0.3, 0.970, 1
21396867A0B,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
21396959A0A,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
21396959A0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
21397005A0A,      0.0, 0.500, 1,     10.0,      2.5, 0.970, 1
21397005A0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
21397029A0A,      0.0, 0.500, 1,      7.0,      1.7, 0.970, 1
21397029A0B,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
21397067A0A,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
21397067A0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
21397121C0A,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
21397121C0B,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
21397304A0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
21397304A0B,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
21397544A0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
21397544A0B,      0.0, 0.500, 1,      4.6,      1.1, 0.970, 1
21397645A0A,      0.0, 0.500, 1,      4.2,      1.0, 0.970, 1
21397645A0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
21397721A0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
21397721A0B,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
21397771A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
21397771A0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
21398402A0A,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
21398402A0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
21398536A0A,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
21398536A0B,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
21398563A0A,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
21398563A0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
21398646B0A,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
21398646B0B,      0.0, 0.500, 1,      9.3,      2.3, 0.970, 1
21398676A0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
21398676A0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
21398815A0A,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
21398815A0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
21399099A0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
21399099A0B,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
21399112C0A,      0.0, 0.500, 1,     10.1,      2.5, 0.970, 1
21399112C0B,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
21399171C0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
21399171C0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
21399220C0A,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
21399220C0B,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
21399229A0A,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
21399229A0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
21399305A0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
21399305A0B,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
21399326C0A,      0.0, 0.500, 1,      8.7,      2.2, 0.970, 1
21399326C0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
21399361B0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
21399361B0B,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
21399508A0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
21399508A0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
21399619C0A,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
21399619C0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
21399630A0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
21399630A0B,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
21399707A0A,      0.0, 0.500, 1,      7.4,      1.8, 0.970, 1
21399707A0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
